reference,Category,NCSP Category (Search output),Parameter  (Search output),First,Second,Sub-category,reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards,Food Search Output (Code),Food Search Output (Description),Number of alerts,COMMENT ON FOOD CLASSIFICATION,COMMENT ON PARAMETER CLASSIFICATION,Amended FoodEx2 Code,Amended FoodEx2 Description
2024.4974,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.4974,fruits and vegetables,food,Dried apricots from Afganistan unlabelled for sulphites and with too high level of suphites,28-06-2024 14:07:05,Latvia,alert notification,serious,France,,France,"Afghanistan,France,Latvia",Afghanistan,"sulphite  too high content,sulphite  undeclared",A01MD,Dried apricots,1,,,,
2024.4835,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.4835,fruits and vegetables,food,undeclared sulphur dioxide in pickled vegetables,24-06-2024 15:06:23,Switzerland,alert notification,serious,Switzerland,,Portugal,"Portugal,Switzerland",,sulphite  undeclared,A00ZJ,Pickled/marinated vegetables,1,,,,
2024.4767,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.4767,fruits and vegetables,food,Too high content of sulfur dioxide in dried appricots,21-06-2024 09:27:47,Slovenia,information notification for follow-up,not serious,"Lithuania,Slovakia,Slovenia,Switzerland","Germany,Slovenia,Türkiye,Uzbekistan","Lithuania,Slovakia,Switzerland,Uzbekistan","Lithuania,Slovakia,Slovenia,Switzerland,Uzbekistan",Türkiye,E220- sulfur dioxide  too high content,A01MD,Dried apricots,1,,,,
2024.4565,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.4565,crustaceans and products thereof,food,Sulfitos no declarados en el etiquetado de langostinos procedentes de España//Unlabelled sulphites in shrimps from Spain,13-06-2024 15:41:01,Spain,alert notification,serious,"Germany,Hungary,Spain","Germany,Hungary","Germany,Vietnam","Germany,Spain",Spain,,A02FX,Shrimps and prawns,1,,,,
2024.3846,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.3846,fruits and vegetables,food,undeclared allergen sulphur dioxide in dried raisins,16-05-2024 13:02:33,Switzerland,information notification for attention,serious,Switzerland,INFOSAN,Iran,"Iran,Switzerland",Iran,sulphite  undeclared,A01ME,Dried vine fruits (raisins etc.),1,,,,
2024.384,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.384,fruits and vegetables,food,Undeclared allergen (sulphite/sulphur dioxide) in dried apricots from Iran,16-05-2024 11:19:39,Germany,alert notification,serious,"France,Germany,Spain",INFOSAN,"France,Iran,Spain",Germany,Iran,sulphite  undeclared,A01MD,Dried apricots,1,,,,
2024.3787,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.3787,fruits and vegetables,food,Dried apricot (Shakar Parah) from Afganistan with E220- sulfur dioxide 3863±208 mg/kg,14-05-2024 12:13:25,Latvia,information notification for follow-up,not serious,Netherlands,,Netherlands,"Afghanistan,Latvia,Netherlands",Afghanistan,E220- sulfur dioxide  too high content,A01MD,Dried apricots,1,,,,
2024.3571,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.3571,food additives and flavourings,food,Sulfito sódico no declarado en nitrificante usado para elaborar varios productos procedentes de España//  Undeclared sodium sulphite in nitrifying agent used to produce various products from Spain,06-05-2024 10:01:39,Spain,alert notification,serious,"Portugal,Spain",Portugal,Portugal,Spain,Spain,sulphite  improperly declared,A048T,Processing aids,1,,,,
2024.3551,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.3551,fruits and vegetables,food,sulfur dioxide not declared on the label in preserved aubergines and sesame seeds from Syria,03-05-2024 15:38:09,Italy,border rejection notification,serious,,,Syria,"Italy,Syria",Syria,sulphite  undeclared,A00JD,Aubergines,1,,,,
2024.3255,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.3255,fruits and vegetables,food,Mislabeling/ undeclared allergen (sulfur dioxide) in apricots from Turkiye,23-04-2024 15:26:31,Denmark,alert notification,serious,Sweden,Sweden,Sweden,"Denmark,Sweden",Türkiye,,A01GF,Apricots,1,,,,
2024.3239,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.3239,crustaceans and products thereof,food,Presence of sulphite content above the limits in pre-cooked tropical prawns // Presenza tenore solfiti superiore ai limiti in Mazzancolle tropicali precotte,23-04-2024 13:03:35,Italy,information notification for follow-up,not serious,"Belgium,Italy","Belgium,Italy",Venezuela,"Belgium,Italy,Venezuela",Venezuela,sulphite  too high content,A02FX,Shrimps and prawns,1,,,,
2024.3213,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.3213,prepared dishes and snacks,food,Undeclared sulphur dioxide in potato snacks,22-04-2024 15:19:02,Denmark,alert notification,serious,Denmark,,Finland,Finland,Finland,,A0EZX,Fried or extruded cereal or root-based products,1,,,,
2024.3159,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.3159,crustaceans and products thereof,food,too high content of sulphite in whiteleg shrimps (Litopenaeus vannamei) from Venezuela,19-04-2024 11:06:43,Portugal,information notification for attention,not serious,Spain,"Spain,Venezuela",Venezuela,"Portugal,Spain,Venezuela",Venezuela,sulphite  too high content,A02FX,Shrimps and prawns,1,,,,
2024.2755,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.2755,fruits and vegetables,food,undeclared sulphur dioxide in dried grapes / sultanas,08-04-2024 14:37:15,Switzerland,information notification for attention,serious,Switzerland,"INFOSAN,Türkiye",,"Switzerland,Türkiye",Türkiye,sulphite  undeclared,A01ME,Dried vine fruits (raisins etc.),1,,,,
2024.2421,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.2421,fruits and vegetables,food,Unlabeled and too high content of sulphur dioxide in pickled artichoke from Egypt,27-03-2024 15:26:03,Denmark,alert notification,serious,"Denmark,Germany,Sweden",Egypt,"Egypt,Sweden","Egypt,Sweden",Egypt,E220- sulfur dioxide  too high content,A00ZJ,Pickled/marinated vegetables,1,,,,
2024.2305,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.2305,herbs and spices,food,Unlabelled sulphites in cinnamon sticks from Sri Lanka destined for France,25-03-2024 14:17:02,Belgium,alert notification,serious,France,"Belgium,INFOSAN,Sri Lanka","France,Sri Lanka","Belgium,France,Sri Lanka",Sri Lanka,sulphite  improperly declared,A019V,Cinnamon bark,1,,,,
2024.2169,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.2169,food additives and flavourings,food,sodium sulphite not food grade quality,21-03-2024 14:41:24,Netherlands,alert notification,potentially serious,"Belgium,Netherlands","Italy,Netherlands",,"Belgium,Italy,Netherlands",Italy,,A047R,"Food additives other than flavours, colours and artificial sweeteners",1,,,,
2024.1839,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.1839,crustaceans and products thereof,food,Sulphite - too high content of,13-03-2024 08:51:56,Portugal,information notification for attention,not serious,,"Ecuador,INFOSAN",Ecuador,"Portugal,Spain",Ecuador,sulphite  too high content,A047R,"Food additives other than flavours, colours and artificial sweeteners",1,,,,
2024.1722,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.1722,crustaceans and products thereof,food,Sulphites in shrimps.,08-03-2024 16:15:53,Netherlands,border rejection notification,potentially serious,,,Bangladesh,"Bangladesh,Netherlands",Bangladesh,sulphite  too high content,A02FX,Shrimps and prawns,1,,,,
2024.1612,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.1612,fruits and vegetables,food,"Sulfur dioxide above MRL and undeclared in dried, organic shiitake mushrooms from China via France",06-03-2024 17:01:40,Denmark,alert notification,serious,"Belgium,Denmark,France","France,INFOSAN","Belgium,Denmark,France","Denmark,France",China,E220- sulfur dioxide  too high content,A00TS,Shiitake,1,,,,
2024.1606,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.1606,crustaceans and products thereof,food,"too high content of sulphite in chilled cooked whiteleg shrimps (Litopenaeus vannamei) from Venezuela, packaged in Spain",06-03-2024 15:56:29,Portugal,information notification for attention,not serious,Spain,Venezuela,Venezuela,"Portugal,Spain,Venezuela",Venezuela,sulphite  too high content,A02FX,Shrimps and prawns,1,,,,
2024.1585,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.1585,crustaceans and products thereof,food,Sulphite not (correctly) mentioned as allergen on label of shrimps from Ecuador,05-03-2024 16:42:15,Belgium,border rejection notification,serious,,"Ecuador,INFOSAN",Ecuador,"Belgium,Ecuador",Ecuador,sulphite  improperly declared,A02FX,Shrimps and prawns,1,,,,
2024.1463,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.1463,crustaceans and products thereof,food,too high content of sulphite in chilled cooked whiteleg shrimps (Litopenaeus vannamei) from Spain,29-02-2024 14:23:36,Portugal,information notification for attention,not serious,,"Portugal,Spain",,"Portugal,Spain",Spain,sulphite  too high content,A02FX,Shrimps and prawns,1,,,,
2024.1095,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.1095,crustaceans and products thereof,food,Sulphite - too high content of,16-02-2024 11:37:35,Portugal,information notification for attention,not serious,"Portugal,Spain","Ecuador,Portugal,Spain",,"Ecuador,Portugal,Spain",Spain,sulphite  too high content,A047R,"Food additives other than flavours, colours and artificial sweeteners",1,,,,
2024.0981,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.0981,fruits and vegetables,food,Utilisation non autorisée et non déclarée de sulfites dans des olives du Maroc / Unauthorized and undeclared use of sulphites in olives from Morocco,12-02-2024 15:18:05,France,border rejection notification,serious,,,Morocco,"France,Morocco",Morocco,E220- sulfur dioxide  too high content,A01BP,Table olives,1,,,,
2024.0953,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.0953,confectionery,food,"Non-declared sulphur dioxide in candied fruit from Vietnam, via the Czech Republic",09-02-2024 14:53:33,Germany,alert notification,serious,Germany,"Germany,INFOSAN","Czech Republic,Vietnam","Czech Republic,Germany",Vietnam,"sulphite  too high content,sulphite  undeclared",A01PS,Candied fruits,1,,,,
2024.0946,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.0946,prepared dishes and snacks,food,Undeclared Sulphur Dioxide in Shoestring Potato,09-02-2024 14:12:55,Ireland,information notification for attention,potential risk,Ireland,"Brazil,INFOSAN,Ireland,United Kingdom",Brazil,"Brazil,Ireland,United Kingdom",Brazil,sulphite  undeclared,A011L,Potato crisps or sticks,1,,,,
2024.0937,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.0937,fruits and vegetables,food,High content of sulphur dioxide in dried apricots from Türkiye,09-02-2024 12:53:18,Greece,border rejection notification,potential risk,Greece,,,"Greece,Türkiye",Türkiye,E220- sulfur dioxide  too high content,A01MD,Dried apricots,1,,,,
2024.0909,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.0909,crustaceans and products thereof,food,too high content of sulphite in chilled cooked whiteleg shrimps (Litopenaeus vannamei) from Ecuador,08-02-2024 15:48:33,Portugal,information notification for attention,not serious,Spain,"Portugal,Spain",,"Ecuador,Portugal,Spain",Ecuador,sulphite  too high content,A02FX,Shrimps and prawns,1,,,,
2024.0801,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.0801,crustaceans and products thereof,food,Sulphite not correctly mentioned as allergen on label of shrimps from India,05-02-2024 17:21:29,Belgium,alert notification,serious,,"Belgium,Germany,INFOSAN,India","Germany,India","Belgium,Germany,India",India,,A02FX,Shrimps and prawns,1,,,,
2024.0672,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.0672,other food product / mixed,food,"Unlabeled/incorrectly labeled allergen (sulfur dioxide) in dried apricots from Lebanon, via Germany",30-01-2024 17:21:27,Germany,alert notification,serious,,"INFOSAN,Lebanon","Lebanon,Netherlands",Germany,Lebanon,labelling  absence,A01MD,Dried apricots,1,,,,
2024.06,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.06,crustaceans and products thereof,food,Excessive sulfite content in shrimp from Italy/ Contenido excesivo de sulfitos en camarón procedente de Italia,26-01-2024 16:00:10,Spain,information notification for follow-up,not serious,"Italy,Spain",Spain,Italy,"Italy,Spain",Italy,E220- sulfur dioxide  too high content,A02FX,Shrimps and prawns,1,,,,
2024.0381,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.0381,crustaceans and products thereof,food,Sulphite - too high content of,18-01-2024 16:47:26,Portugal,information notification for attention,not serious,,"Spain,Venezuela",,"Portugal,Spain",Venezuela,sulphite  too high content,A047R,"Food additives other than flavours, colours and artificial sweeteners",1,,,,
2024.0322,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.0322,prepared dishes and snacks,food,"Sulphur dioxide in dried apricots from Afghanistan, via Austria",16-01-2024 16:45:23,Germany,alert notification,serious,"Austria,Germany",,Austria,"Afghanistan,Austria,Germany",Afghanistan,E220- sulfur dioxide  too high content,A01MD,Dried apricots,1,,,,
2024.0314,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.0314,fruits and vegetables,food,Too high content of sulfur dioxide in dried appricots from Türkiye,16-01-2024 11:48:06,Greece,information notification for follow-up,potential risk,"Bulgaria,Cyprus,Greece,Romania","Greece,INFOSAN",Türkiye,"Greece,Romania,Türkiye",Türkiye,E220- sulfur dioxide  too high content,A01MD,Dried apricots,1,,,,
2024.0225,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2024.0225,crustaceans and products thereof,food,Sulphite - too high content of,11-01-2024 16:07:08,Portugal,information notification for attention,not serious,,"Portugal,Spain,Venezuela",,"Portugal,Spain",Venezuela,sulphite  too high content,A047R,"Food additives other than flavours, colours and artificial sweeteners",1,,,,
2023.8812,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.8812,"soups, broths, sauces and condiments",food,Sulphite and mustard not mentioned on the label of sauce pickles,20-12-2023 18:05:01,Belgium,alert notification,serious,"France,Luxembourg",,France,Belgium,Belgium,,A045Y,Pickles,1,,,,
2023.8718,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.8718,fruits and vegetables,food,ΤΟΟ HIGH CONTENT OF SULFUR DIOXIDE IN DRIED APRICOTS,16-01-2024 14:22:51,Cyprus,information notification for follow-up,not serious,"Albania,Cyprus,Greece","Albania,Cyprus,INFOSAN","Albania,Greece","Cyprus,Greece,Türkiye",Türkiye,E220- sulfur dioxide  too high content,A01MD,Dried apricots,1,,,,
2023.8641,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.8641,fruits and vegetables,food,sulphite (36 mg/kg - ppm) undeclared on organic sultanas from Germany,14-12-2023 15:38:21,France,alert notification,serious,"Germany,Luxembourg,Switzerland",INFOSAN,"Germany,Luxembourg,Switzerland","France,Germany,Türkiye",France,sulphite  improperly declared,A01ME,Dried vine fruits (raisins etc.),1,,,,
2023.8584,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.8584,prepared dishes and snacks,food,"Unlabelled allergen (sulphur dioxide) in dried apricots from Afghanistan, via Austria",13-12-2023 15:02:41,Germany,alert notification,serious,"Austria,Germany","Germany,INFOSAN","Afghanistan,Austria","Afghanistan,Austria,Germany",Afghanistan,labelling  absence,A01MD,Dried apricots,1,,,,
2023.8578,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.8578,fruits and vegetables,food,"Unlabelled allergen (sulphur dioxide) in green sultanas from Afghanistan, via Austria",13-12-2023 13:14:24,Germany,alert notification,serious,"Austria,Germany","Germany,INFOSAN","Afghanistan,Austria","Afghanistan,Austria,Germany",Afghanistan,labelling  absence,A01ME,Dried vine fruits (raisins etc.),1,,,,
2023.8245,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.8245,crustaceans and products thereof,food,Superación del límite de sulfitos en langostinos de Senegal. // Exceeding the sulfite limit in prawns from Senegal,26-01-2024 11:50:23,Spain,information notification for follow-up,potential risk,,Senegal,,"Senegal,Spain",Senegal,sulphite  too high content,A02FX,Shrimps and prawns,1,,,,
2023.8221,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.8221,meat and meat products (other than poultry),food,sulphites undeclared in Frozen frogs' legs,28-11-2023 17:26:14,France,alert notification,serious,"Belgium,France,Germany,Monaco",INFOSAN,"Belgium,Germany,Monaco","France,Vietnam",Vietnam,sulphite  improperly declared,A02KR,Frogs (legs),1,,,,
2023.8128,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.8128,crustaceans and products thereof,food,Sulfite not mentioned as allergen on label in shrimps from India,24-11-2023 10:30:15,Netherlands,alert notification,serious,"Austria,Denmark,France,Germany,Ireland,Spain,Sweden","Germany,INFOSAN,Ireland,Netherlands,Spain","Austria,Denmark,France,Germany,India,Ireland,Netherlands,Spain,Sweden","India,Netherlands",India,sulphite  improperly declared,A02FX,Shrimps and prawns,1,,,,
2023.8028,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.8028,non-alcoholic beverages,food,Sulphur dioxide in coconutmilk from Indonesia,01-12-2023 11:01:51,Denmark,information notification for attention,not serious,Denmark,"Denmark,Germany,INFOSAN,Indonesia,Thailand","Denmark,Germany,Indonesia,Thailand","Denmark,Germany,Indonesia",Indonesia,E220- sulfur dioxide  too high content,A01BK,Coconut milk (cocos nucifera) liquid,1,,,,
2023.7995,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.7995,fruits and vegetables,food,Undeclared allergenic sulphur dioxide in dried apricots,20-11-2023 11:30:30,Denmark,information notification for follow-up,potential risk,"Denmark,Germany,Netherlands,Sweden","Germany,Sweden","Denmark,Netherlands,Sweden","Afghanistan,Germany,Sweden",Afghanistan,sulphur  unauthorised substance,A01MD,Dried apricots,1,,,,
2023.7966,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.7966,crustaceans and products thereof,food,Presenza di solfiti non dichiarati in etichetta in code di gambero surgelate-Presence of allergen (sulphites)  undeclared on the label in frozen shrimp tails from India,17-11-2023 15:12:00,Italy,information notification for attention,serious,Italy,"INFOSAN,India,San Marino","India,San Marino","India,Italy",India,sulphite  improperly declared,A02FX,Shrimps and prawns,1,,,,
2023.7855,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.7855,fruits and vegetables,food,High Content of Sulphites in Dried Mangos from Philippines via UK,14-11-2023 13:45:01,Ireland,information notification for attention,not serious,"Ireland,United Kingdom","INFOSAN,Philippines,United Kingdom",,"Ireland,Philippines,United Kingdom",Philippines,"E 210 - benzoic acid  unauthorised,sulphite  too high content",A01MK,Dried mangoes,1,,,,
2023.78,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.78,"dietetic foods, food supplements and fortified foods",food,Presence of undeclared sulphur dioxide above legal limits in food supplement from Italy,13-11-2023 10:06:07,Italy,alert notification,serious,"Croatia,Italy,San Marino","INFOSAN,San Marino","Croatia,San Marino",Italy,Italy,sulphite  undeclared,A03SJ,Food supplements and similar preparations,1,,,,
2023.7719,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.7719,non-alcoholic beverages,food,E 211 - sodium benzoate and E 223 -  sodium metabisulphite unauthorised in coconut drink from Brazil,09-11-2023 12:50:43,Portugal,border rejection notification,not serious,,"Brazil,INFOSAN",,"Brazil,Portugal",Brazil,,A0F4S,Coconut water,1,,,,
2023.7497,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.7497,fruits and vegetables,food,Undeclared allergenic sulphur dioxide in pickled hot pepers from Turkey,02-11-2023 14:27:06,Denmark,alert notification,potential risk,"Denmark,Germany","INFOSAN,Türkiye","Germany,Türkiye","Denmark,Germany,Türkiye",Türkiye,sulphur  unauthorised substance,A00JB,Chili peppers,1,,,,
2023.7372,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.7372,alcoholic beverages,food,Wykrycie niedeklarowanego alergenu – dwutlenek siarki/Detection of an undeclared allergen – sulfur dioxide,27-10-2023 17:45:48,Poland,information notification for attention,serious,,Moldova,Moldova,"Moldova,Poland",Moldova,sulphur  unauthorised substance,#N/A,#N/A,1,,,,
2023.7356,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.7356,fish and fish products,food,Prawns with high level of sulphites from Scotland,27-10-2023 15:47:40,Italy,alert notification,serious,,"France,INFOSAN,United Kingdom","France,United Kingdom","France,Italy,United Kingdom",United Kingdom,E220- sulfur dioxide  too high content,A02FX,Shrimps and prawns,1,,,,
2023.6733,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.6733,fruits and vegetables,food,Aditivos (sulfitos) no declarados ni autorizados para aceitunas de Marruecos. Undeclared sulphites and unauthorized used in olives from Morocco,04-10-2023 18:16:47,Spain,information notification for attention,serious,,Morocco,,"Morocco,Spain",Morocco,E220- sulfur dioxide  too high content,A01BP,Table olives,1,,,,
